Age_kyr,TS_Full_dataset,TS_20kyr_ensemble_mean,TS_20kyr_empirical_lower_95,TS_20kyr_empirical_upper_95,TS_50kyr_ensemble_mean,TS_50kyr_empirical_lower_95,TS_50kyr_empirical_upper_95,TS_100kyr_ensemble_mean,TS_100kyr_empirical_lower_95,TS_100kyr_empirical_upper_95
650,0.00045653704199833794,0.0002933226355623438,2.9452406369794956e-05,0.0005488491121259517,0.000353255591907809,2.1290251341850315e-05,0.0008583757842216761,0.00048572822448850634,3.643574776433129e-05,0.0011766902833664746
660,0.0004475333797661585,0.0002854254562026767,4.006908330731325e-05,0.0005510302351899257,0.00034148546213213257,1.5563436523070386e-05,0.0008163622845815946,0.0004913106279500195,3.643574776433129e-05,0.0011766902833664746
670,0.0004729423755721644,0.0002962816839070396,6.441607828795669e-05,0.0005656745966276169,0.00035064328168532327,1.4181246995118133e-05,0.0008301312561766394,0.000507289093001017,3.643574776433129e-05,0.0011912967746522292
680,0.0005030314110086433,0.0003126665081476452,5.731355236539833e-05,0.0005990380401081689,0.00036832803652292137,2.1386385359185004e-05,0.0008702437847786796,0.0005241032048326561,4.907574926673029e-05,0.0011908063369270362
690,0.0004955044516316632,0.0003050551024230186,5.462550964873268e-05,0.0005948125667720211,0.0003627708870319227,2.2852886110251266e-05,0.0008306616796735411,0.0005060302034926152,2.1703767550867423e-05,0.0011776461255200363
700,0.00045445082389052917,0.00029938304681748296,3.546684940798902e-05,0.0006000948026728283,0.00035634974438927114,2.946454365537194e-05,0.0008411873809609989,0.000486366023968692,2.1703767550867423e-05,0.0011447974672016104
710,0.00044262541791216655,0.00031959781512004863,6.286562688565983e-05,0.0006380373778427015,0.00035069955746376753,2.4482082406419183e-05,0.000866345707672909,0.00048810556691870097,3.160935066702075e-05,0.0011953808172741184
720,0.0004608999905858714,0.00034813475860927137,6.862788746225205e-05,0.0006927682090802628,0.0003658530008069272,2.4365722664735366e-05,0.0009106935892473015,0.0004958712839663312,4.371291163475405e-05,0.0011953808172741184
730,0.0005000450251223246,0.0003977440617437437,0.00013604573922535332,0.0007056213708831783,0.00037902689303281905,1.6714100605833034e-05,0.0008936513903955315,0.0005040419506118748,3.786061286889204e-05,0.0011888784078498147
740,0.0005416589931642639,0.0004324400553851332,0.00013772964859827856,0.0007488617488249409,0.00041156071410666247,1.6714100605833034e-05,0.0009765098942959033,0.0005458351273441242,3.786061286889204e-05,0.0012938404710628642
750,0.0005754983779215257,0.00046882422853163525,0.00021292814504160625,0.0007852519512751528,0.00044372439649234145,3.500441366431677e-05,0.0009996327911594835,0.0005681246424623855,1.5150974293105819e-05,0.0012734957542450001
760,0.000546286354599318,0.0004170037747584076,0.00016868134454150452,0.000706450146751083,0.00041759893064921485,2.4407262423203748e-05,0.0009953091575121678,0.000564298910306862,2.124441018869761e-05,0.0012995583591187759
