Age_kyr,IBR_Full_dataset,IBR_20kyr_ensemble_mean,IBR_20kyr_empirical_lower_95,IBR_20kyr_empirical_upper_95,IBR_50kyr_ensemble_mean,IBR_50kyr_empirical_lower_95,IBR_50kyr_empirical_upper_95,IBR_100kyr_ensemble_mean,IBR_100kyr_empirical_lower_95,IBR_100kyr_empirical_upper_95
50.0,0.0024598415346121704,0.003803100000000002,0.0002197499999999939,0.008332083333333339,0.005197541666666664,0.0002987499999999939,0.0129025,0.02312627123015873,0.00019999999999999573,0.049851875000000004
60.0,0.0023502683716157603,0.003118166666666668,8.666666666666579e-05,0.007198583333333334,0.005165083333333331,0.00024875000000000336,0.013503750000000005,0.017214325793650783,0.00014958333333332986,0.049699999999999994
70.0,0.0027991582491582534,0.003154430555555554,0.0001746250000000007,0.007114520833333331,0.004978236111111112,0.00037249999999999653,0.0136675,0.012519392857142844,0.0002235416666666661,0.047203125
80.0,0.002252610362146452,0.0026416833333333324,0.00014949999999999688,0.006281437500000001,0.004607944444444443,0.00034937499999999243,0.013012500000000001,0.009732176587301591,0.00029749999999999373,0.046513750000000006
90.0,0.0014624166346030609,0.0021956597222222217,0.0001401250000000043,0.005736249999999993,0.004011083333333333,0.0003237499999999889,0.010021250000000006,0.00657030555555556,0.00029749999999999395,0.041563750000000003
100.0,0.001658874113475175,0.002106966666666667,0.00016874999999999464,0.005071250000000006,0.0038034166666666646,0.0003237499999999889,0.009526875000000006,0.0051699166666666655,0.00029749999999999395,0.015007500000000007
110.0,0.0021964955547436383,0.002336254166666666,0.00011970833333332909,0.005425520833333327,0.003843097222222221,0.0002000000000000044,0.009878124999999995,0.004944171428571427,0.0002877499999999993,0.013966250000000008
120.0,0.00155645112630733,0.0018579166666666668,6.991666666666351e-05,0.0043124166666666675,0.003648208333333331,9.916666666666464e-05,0.010001666666666667,0.004458281547619048,0.0002000000000000044,0.013012500000000005
130.0,0.0007107158006362723,0.0013286597222222235,0.0001298749999999902,0.0035514236111111163,0.003066152777777777,6.62500000000017e-05,0.008099999999999996,0.003343039583333336,0.00024874999999999496,0.009210000000000003
140.0,0.0004591613457301769,0.0016111333333333339,5.9333333333335695e-05,0.004156749999999996,0.002989402777777777,7.437500000000297e-05,0.007953749999999999,0.0030721452380952385,0.00016666666666667496,0.008479375000000006
150.0,0.0010950627716079264,0.0022535972222222224,0.0001992499999999957,0.006141000000000012,0.003501874999999999,9.999999999999786e-05,0.008505625000000006,0.0040464262896825415,0.0001246875000000105,0.01315625000000001
160.0,0.00117644475265835,0.0022215333333333344,0.00012000000000000433,0.006140750000000012,0.00424548611111111,0.00017250000000000948,0.010330625000000006,0.004487280555555558,0.00014874999999999708,0.014200000000000004
170.0,0.0003533321722976801,0.0020762777777777798,0.00011900000000000445,0.005833750000000003,0.00415123611111111,0.0001324999999999943,0.010329375000000007,0.004995127083333335,0.00019966666666666245,0.01422500000000001
180.0,0.0005178950902555623,0.0020791500000000023,6.975000000000531e-05,0.0055605,0.0038685833333333332,0.00013312499999999417,0.010335208333333342,0.0054629732142857145,0.0002000000000000044,0.015302499999999998
190.0,0.0011064332659251619,0.00252303888888889,5.995833333332734e-05,0.0064903750000000005,0.003727777777777778,9.958333333333114e-05,0.009910625,0.005813275297619046,0.000239000000000009,0.015302499999999998
200.0,0.0003649949341438585,0.0021433333333333317,0.00015950000000000043,0.005231749999999998,0.003253375,0.00010000000000000654,0.008051249999999998,0.006206333333333333,0.0002650000000000061,0.015302499999999998
210.0,0.0003104277129727695,0.0021612597222222217,0.00011331250000000525,0.005343750000000005,0.0036124305555555575,0.00012437499999999303,0.008227916666666675,0.0057352656746031735,0.000239000000000009,0.015202500000000006
220.0,0.0007782566518847123,0.001871000000000001,6.949999999998814e-05,0.004666333333333323,0.0036937638888888897,0.00014874999999999687,0.008146666666666679,0.005220472222222221,0.00019874999999999578,0.013542500000000011
230.0,0.000174665534630023,0.0016847777777777779,5.6499999999998e-05,0.00396395833333334,0.003479166666666668,7.437499999999388e-05,0.009449999999999993,0.0043551927579365095,0.0001711309523809571,0.012800833333333332
240.0,0.0003836374595868186,0.0015361166666666662,5.974999999999354e-05,0.004030416666666672,0.0031176250000000006,0.00012500000000000176,0.009101250000000003,0.003969118055555556,0.00015850000000000898,0.012323750000000008
250.0,0.0015027489498393898,0.0015527861111111116,8.7256944444436e-05,0.004481250000000004,0.0030164583333333324,9.9374999999998e-05,0.008155000000000015,0.0035998070436507918,0.00013250000000000317,0.009233839285714286
260.0,0.0013562324929971936,0.0016061500000000017,7.974999999999133e-05,0.004463500000000001,0.003677708333333335,9.958333333333137e-05,0.010935000000000004,0.0035940492063492053,0.00010650000000000604,0.011010000000000006
270.0,0.00016249042145592972,0.0017072527777777793,9.958333333333137e-05,0.004863125000000009,0.003999138888888887,0.00024875000000000336,0.011251875,0.003811752678571427,0.00014875000000000573,0.012499999999999995
280.0,0.0001849263964508907,0.00142335,7.949999999999991e-05,0.004031083333333329,0.0035095138888888875,8.312500000000389e-05,0.010883749999999996,0.0041550601190476185,0.000198749999999996,0.012527500000000002
290.0,9.031007751937103e-05,0.0015001569444444457,0.00011625000000000041,0.003747624999999988,0.003239055555555554,0.00017375000000000075,0.010388750000000007,0.004479837996031745,0.000198749999999996,0.012527500000000002
300.0,0.00072460317460318,0.0012835833333333323,5.9583333333344436e-05,0.0032568333333333394,0.0028989166666666655,0.00014937499999999695,0.0070756250000000055,0.004901833333333333,0.00029750000000000257,0.013307500000000003
310.0,0.002206319574734197,0.0017683611111111116,4.974999999999042e-05,0.0048632499999999995,0.003400416666666666,0.00014999999999999682,0.008701875000000001,0.004628592757936507,0.00020812499999999724,0.013307500000000003
320.0,0.00279776422764229,0.002206749999999999,0.0001492499999999968,0.0047480000000000066,0.0036943333333333316,0.00017437500000000062,0.00937375,0.0043723105158730135,9.999999999999786e-05,0.012499999999999995
330.0,0.00041970371400751994,0.001958095833333332,7.495833333332746e-05,0.005454000000000008,0.0036873750000000005,0.00014979166666666366,0.008861250000000001,0.004436978273809524,0.00014999999999999682,0.0140075
340.0,0.0012525129870129882,0.0021614000000000013,6.95000000000059e-05,0.005833249999999994,0.0037938750000000017,0.00014916666666666382,0.008853749999999999,0.0044474424603174615,0.00014924999999999701,0.014305000000000007
