Method,Random_subsampling_width_kyr,Iteration,MAE,MAPE_percent
IQR,20,1,0.07958086351218084,40.835151952649746
IQR,20,2,0.0771342198422072,39.13397913463707
IQR,20,3,0.07818968123540934,39.485785344771294
IQR,20,4,0.07441988491421765,38.155848235164456
IQR,20,5,0.07577363025777624,37.75486663944207
IQR,20,6,0.07553816478124223,37.904422222867936
IQR,20,7,0.07451806713054562,37.92921560666114
IQR,20,8,0.07771141837344565,39.86323633006461
IQR,20,9,0.07732325803546378,39.06940515528671
IQR,20,10,0.07657067139573462,39.169699101336846
IQR,20,11,0.07561465544116293,38.27147596730016
IQR,20,12,0.07664980193931384,38.019936778816046
IQR,20,13,0.07843049881632275,39.678231733556466
IQR,20,14,0.07494242162041675,38.82809869975668
IQR,20,15,0.07800997994164302,39.212588736326865
IQR,20,16,0.07485604736205567,38.47080145590939
IQR,20,17,0.0757895552221345,38.81452142029342
IQR,20,18,0.07611929643245584,38.02352575144146
IQR,20,19,0.07843738148067778,39.54437907750092
IQR,20,20,0.07518687999278814,38.34946452232381
IQR,20,21,0.07699681475408415,39.14069472415477
IQR,20,22,0.07872568966825026,39.67398395523859
IQR,20,23,0.07729056871297044,39.007470999560994
IQR,20,24,0.0741167378288161,37.463153416946774
IQR,20,25,0.07591338008251733,38.192829450745194
IQR,20,26,0.07668132477489834,38.75664282028482
IQR,20,27,0.07577616358892109,38.41077289031097
IQR,20,28,0.0778464756701267,39.01255754353636
IQR,20,29,0.07563310305739301,37.97284790352515
IQR,20,30,0.07710590304916118,39.14324059747541
IQR,20,31,0.07739420877343665,39.161412359901924
IQR,20,32,0.07640748374383687,38.05616747720745
IQR,20,33,0.07585971789054495,38.62964286737269
IQR,20,34,0.07627985318289741,38.870977854683844
IQR,20,35,0.07831612839495133,39.437885448098456
IQR,20,36,0.07689397223959296,39.33428071829266
IQR,20,37,0.07769747558862015,39.695440453293074
IQR,20,38,0.07534277841526661,38.60910128390302
IQR,20,39,0.07403930388085432,37.7299453227871
IQR,20,40,0.07618279222770272,38.37842436866928
IQR,20,41,0.07648530218534404,38.96792004372055
IQR,20,42,0.07628618238169184,39.18954651435748
IQR,20,43,0.07665446182850486,38.63563332515214
IQR,20,44,0.07811911661673994,39.62682130313867
IQR,20,45,0.0777749915413767,39.106323014774375
IQR,20,46,0.07336488339325409,37.5589279369939
IQR,20,47,0.07471612826880732,39.12749929658352
IQR,20,48,0.07613647398311736,38.714755511846434
IQR,20,49,0.07697189875078198,39.11321052202206
IQR,20,50,0.07676850940796247,38.41828885878034
IQR,20,51,0.07463752238477675,37.58488680186237
IQR,20,52,0.07701483378736004,38.72279048580841
IQR,20,53,0.07646282651468055,38.77066416498366
IQR,20,54,0.07740126766700271,39.350763762395346
IQR,20,55,0.0768997881553076,39.58991419330788
IQR,20,56,0.07584611189898226,38.19877254530707
IQR,20,57,0.07871910488793074,39.510680271093214
IQR,20,58,0.07409950270715587,38.32125153202891
IQR,20,59,0.07875247155557534,39.693336161787784
IQR,20,60,0.07591961127322,38.41313117156541
IQR,20,61,0.07679201851153754,38.87005465611777
IQR,20,62,0.07531987081828725,38.24626745708171
IQR,20,63,0.07614709054105656,38.71371124675105
IQR,20,64,0.07419126143179451,38.69143902159916
IQR,20,65,0.07753461689240963,39.11648282831071
IQR,20,66,0.07813813548342613,39.71014222869472
IQR,20,67,0.07679072483748091,38.84622348000985
IQR,20,68,0.07706059622731853,38.441924282098675
IQR,20,69,0.07556008912883885,38.78189191882918
IQR,20,70,0.07632069690224934,38.69742079172866
IQR,20,71,0.0787753726724732,39.618292994738475
IQR,20,72,0.07763505862009429,39.56054348799615
IQR,20,73,0.07825168060797949,39.46705975594546
IQR,20,74,0.07625884840376537,38.412597841594035
IQR,20,75,0.07635553865380898,39.50473834934265
IQR,20,76,0.07822708388244927,39.301954368315144
IQR,20,77,0.07548826076917704,38.371467008187224
IQR,20,78,0.07668523956834089,38.64181801823794
IQR,20,79,0.07552456228729026,38.9977336933937
IQR,20,80,0.07703937728239109,39.59456603734067
IQR,20,81,0.07751923152331205,39.20653331353132
IQR,20,82,0.07613924244246169,39.13430007366274
IQR,20,83,0.07591915926297868,38.95001421244004
IQR,20,84,0.07732757752523821,39.502986463920884
IQR,20,85,0.07634165229375581,39.2191660602264
IQR,20,86,0.07400355228846271,38.47030552648595
IQR,20,87,0.07630853048576691,38.23068545270676
IQR,20,88,0.07777865009525284,39.48403466281916
IQR,20,89,0.0762736417911707,37.77614868994073
IQR,20,90,0.07959738508075975,40.71107095684875
IQR,20,91,0.07517904525610673,38.716469841766596
IQR,20,92,0.07594877516382326,38.297796887052485
IQR,20,93,0.07430592272257548,38.35292215395392
IQR,20,94,0.07594169858228131,38.507542070519456
IQR,20,95,0.0767314914324304,39.26434283666042
IQR,20,96,0.07908132929084101,39.51676322705173
IQR,20,97,0.07673680210463374,38.777571123051686
IQR,20,98,0.07677184419736832,39.22870733139904
IQR,20,99,0.07844386148028129,39.98036300481916
IQR,20,100,0.07611459394878486,39.05517055598769
IQR,20,101,0.0772775317655459,38.966547027644225
IQR,20,102,0.07465208283234297,37.809041021330906
IQR,20,103,0.07828465621601977,40.09036694107428
IQR,20,104,0.07825502325855911,39.36488399828092
IQR,20,105,0.0741447524803451,37.554636488795786
IQR,20,106,0.07698597246839627,38.64886426460772
IQR,20,107,0.07850760045220047,39.17293891153715
IQR,20,108,0.0755486829356453,38.906736430143816
IQR,20,109,0.07502856514745641,38.19118385271456
IQR,20,110,0.07422036899264785,38.33209290601527
IQR,20,111,0.07770409628557869,39.147517963237405
IQR,20,112,0.0766432380969656,38.99290013365816
IQR,20,113,0.07658957218152548,38.522832222442176
IQR,20,114,0.07488272432132562,38.19549387293125
IQR,20,115,0.07714867093340465,39.12497408751967
IQR,20,116,0.07611485826716372,38.712522488173285
IQR,20,117,0.07533573758346293,38.282848391152726
IQR,20,118,0.07507811646075464,38.428983999430905
IQR,20,119,0.07725925724565333,40.00134806886682
IQR,20,120,0.0767319008531202,39.11874585503069
IQR,20,121,0.07642716025189351,38.884775077805145
IQR,20,122,0.07649171249177651,38.94228086114027
IQR,20,123,0.07606363536774954,38.82077121689492
IQR,20,124,0.0762584424361268,38.8989956918687
IQR,20,125,0.07614219440962904,38.53445823222273
IQR,20,126,0.07529178080760923,38.16180924832629
IQR,20,127,0.07472599996541306,38.28591052551973
IQR,20,128,0.07496301949618682,38.03982508019958
IQR,20,129,0.07815407374793577,39.112207483977784
IQR,20,130,0.07632063634698298,39.01326562263395
IQR,20,131,0.07833291706812882,39.3737876927674
IQR,20,132,0.07733396878331465,38.76111615086481
IQR,20,133,0.07637397507819406,37.950577184070745
IQR,20,134,0.07847010892244626,39.673931656438214
IQR,20,135,0.07527319350942263,38.20212086637273
IQR,20,136,0.07648383981043765,38.73329901821707
IQR,20,137,0.07622325383069409,39.07473612989702
IQR,20,138,0.0755647492942639,38.37317928164256
IQR,20,139,0.0780461331620929,40.13744007476612
IQR,20,140,0.07795512460589288,39.687907608817504
IQR,20,141,0.07897797905577379,39.58056716512702
IQR,20,142,0.07678153925182506,40.118140439676516
IQR,20,143,0.07973988909118016,39.91138917534248
IQR,20,144,0.07537836053577444,38.25832441423404
IQR,20,145,0.07726662171723929,38.94582649954203
IQR,20,146,0.07759879071227986,39.21717401030097
IQR,20,147,0.0742196414351338,38.30256465078709
IQR,20,148,0.07594760782170998,37.9326423547221
IQR,20,149,0.07812299166609285,39.52754043665313
IQR,20,150,0.07472545280044068,38.30847264716825
IQR,20,151,0.07854597411604,39.8651905731531
IQR,20,152,0.07611882945810876,38.77820316529116
IQR,20,153,0.07687505229497828,38.75452180316125
IQR,20,154,0.07754876442446935,38.988671936780975
IQR,20,155,0.07589674570843034,38.90141085113672
IQR,20,156,0.0781470400746725,39.61532201206937
IQR,20,157,0.0782046099333001,39.327114684019826
IQR,20,158,0.07622172955770073,38.69031899406241
IQR,20,159,0.07813343467257498,39.568332373455654
IQR,20,160,0.07809564976291108,39.45623739215885
IQR,20,161,0.07608012235821558,39.115995330624145
IQR,20,162,0.07311182104516942,37.40365490005081
IQR,20,163,0.07699316433423016,39.510855595336274
IQR,20,164,0.07635516634372765,38.998100938024024
IQR,20,165,0.07644803238743207,38.877104077165576
IQR,20,166,0.07611589951144854,38.30555516150986
IQR,20,167,0.07545368023747316,38.24821587265447
IQR,20,168,0.07653288727694686,38.440023958240836
IQR,20,169,0.07590780957763739,38.284331827307376
IQR,20,170,0.07534694760387231,38.107173471351174
IQR,20,171,0.0754517406819742,38.529980742535756
IQR,20,172,0.07599560305241035,39.1486912286127
IQR,20,173,0.07605267887053928,38.85011203593988
IQR,20,174,0.07585887310988476,39.20845743172222
IQR,20,175,0.07583185509537547,38.73177477301501
IQR,20,176,0.07411832728322987,38.70786669709492
IQR,20,177,0.07532829486409383,38.65740628465306
IQR,20,178,0.07601589413120739,38.650700115092214
IQR,20,179,0.07740661372883946,38.82229194958884
IQR,20,180,0.07701204452441521,38.90414754993327
IQR,20,181,0.07501589903685905,38.70739642406417
IQR,20,182,0.07758270193886034,39.00358160286407
IQR,20,183,0.07792762042013764,39.40762116762949
IQR,20,184,0.0785982477234572,39.11777820549733
IQR,20,185,0.07736638286186763,39.21382800406732
IQR,20,186,0.07595474974470885,38.69666252361646
IQR,20,187,0.07619353240149986,38.870641330071045
IQR,20,188,0.07818155016797582,39.85543323154864
IQR,20,189,0.07531725932851326,38.10677179751755
IQR,20,190,0.07523220774241987,38.521877271923735
IQR,20,191,0.07695975740049182,38.55220837364326
IQR,20,192,0.07751538909558642,38.93834347602486
IQR,20,193,0.07606899488182782,38.7953554910915
IQR,20,194,0.07821787371641073,39.999492902863274
IQR,20,195,0.07487126283667234,38.05927871804771
IQR,20,196,0.078042270188057,39.46694498147554
IQR,20,197,0.07675781327988257,38.296580070985165
IQR,20,198,0.07644282106898795,38.96126942470522
IQR,20,199,0.07664959506760984,39.30674505171447
IQR,20,200,0.0774735280825427,38.577276332495146
