Method,Random_subsampling_width_kyr,Iteration,MAE,MAPE_percent
TS,20,1,0.0015543418277620153,8661628259412.392
TS,20,2,0.0015298716928181094,15688887910225.32
TS,20,3,0.0015228327946578994,13710571088866.982
TS,20,4,0.0015367303196140662,7529204663043.338
TS,20,5,0.0015149700240526809,71603786086857.17
TS,20,6,0.0015194392180848996,34273236229942.254
TS,20,7,0.001525936482409915,77330131249089.81
TS,20,8,0.00158535286495585,51013958876347.586
TS,20,9,0.001568278721991536,9998380442078.473
TS,20,10,0.0015331037304359824,40451419807080.7
TS,20,11,0.0015214758745739107,37771659446870.44
TS,20,12,0.0015310843181786241,84236355222044.95
TS,20,13,0.001563939288706006,24547494334907.766
TS,20,14,0.0015658949491461165,17698282621477.953
TS,20,15,0.0015911137765382188,36794040025924.01
TS,20,16,0.0014879970977936506,8159683247605.87
TS,20,17,0.0015435821187115247,12005720896809.441
TS,20,18,0.0015445695381624872,25051200622230.387
TS,20,19,0.0015103008008726367,33450463978067.48
TS,20,20,0.0015180594769195713,55990930473980.69
TS,20,21,0.0015466681533367265,13878093878472.855
TS,20,22,0.0015353566295982358,14376938901203.658
TS,20,23,0.001524865700630712,46871195586225.32
TS,20,24,0.001509297239625564,50036748365591.914
TS,20,25,0.001499363068366393,5332469569193.519
TS,20,26,0.0015348954152893926,76445529653715.25
TS,20,27,0.0015312982371764095,13914117161037.023
TS,20,28,0.001528571214445609,19093681360159.45
TS,20,29,0.0015512064838549596,25595853931224.57
TS,20,30,0.0015767970641653297,4479274438252.748
TS,20,31,0.0015276649227917915,5225837597324.984
TS,20,32,0.001586302586398281,32208645029395.52
TS,20,33,0.0014916267532203108,58198458198762.52
TS,20,34,0.001483145259681234,66372582166051.74
TS,20,35,0.001592692568502081,58265071907813.99
TS,20,36,0.0016160889138051404,2513763083509.368
TS,20,37,0.0015187468093651204,31952718969893.89
TS,20,38,0.0015458443603606584,12408036414340.252
TS,20,39,0.001541444063773375,17330526099279.883
TS,20,40,0.0015040724832665396,49407803087526.49
TS,20,41,0.0015162833937606896,34170935510000.36
TS,20,42,0.0015546674844657566,35872977100425.234
TS,20,43,0.0014643783066743833,27995465237629.23
TS,20,44,0.0015605566622708682,40151390932168.24
TS,20,45,0.0015368986172273438,22586146041958.477
TS,20,46,0.0015886871452753003,24053721288552.25
TS,20,47,0.0014994542865485415,51663129084762.15
TS,20,48,0.001534738592850648,39197306979590.91
TS,20,49,0.0015784543706945785,18223548469936.137
TS,20,50,0.0015428048752385477,8898943059325.299
TS,20,51,0.001562411092493184,3663998518128.4727
TS,20,52,0.0015313041977980792,2848722597898.703
TS,20,53,0.0015825759638023458,10527703009648.824
TS,20,54,0.0015193591423248117,13704121809062.88
TS,20,55,0.0015204040735363757,1333117392644.973
TS,20,56,0.001525530512345514,51013958876366.42
TS,20,57,0.001556834066591378,56124720033096.22
TS,20,58,0.001517784466168795,53262687330809.92
TS,20,59,0.0014973720688478682,11575314039160.934
TS,20,60,0.001536277523685516,36290588679007.484
TS,20,61,0.0015926238082637869,11802174824870.885
TS,20,62,0.0015911611657441068,9123687622127.191
TS,20,63,0.0014942332360875577,69275815598023.03
TS,20,64,0.0015085441118743033,11237862050895.203
TS,20,65,0.0015436318573726574,18663643491651.844
TS,20,66,0.0014883825190685068,18663643491609.15
TS,20,67,0.0014774155747192918,28610750187600.867
TS,20,68,0.0014713953159471733,57175923711613.76
TS,20,69,0.0015112297392977413,9331821746008.426
TS,20,70,0.0015510269796503333,6640618467570.719
TS,20,71,0.0015740166755248881,25972263547912.676
TS,20,72,0.0015114930822302372,33450463978055.285
TS,20,73,0.0014962202604286241,43859562204773.74
TS,20,74,0.0015565015506862664,7529204662994.599
TS,20,75,0.001561857527318674,67021752374391.92
TS,20,76,0.0015568970159273604,30527949756938.445
TS,20,77,0.0015767862386505346,17945811049629.402
TS,20,78,0.0015921524782245423,6002860448682.428
TS,20,79,0.0015766924499609257,19475106252177.656
TS,20,80,0.0015230413642865605,4416079594778.615
TS,20,81,0.0015616520337558314,40266722295559.87
TS,20,82,0.0015339250909085528,4479274438277.51
TS,20,83,0.0015487445623264047,2513763083567.6274
TS,20,84,0.0015610785012861047,63774152490201.41
