Method,Random_subsampling_width_kyr,Iteration,MAE,MAPE_percent
IQR,100,1,0.0721510776514912,28.46001236471269
IQR,100,2,0.07124096838359102,26.244485692361014
IQR,100,3,0.07044465077845273,27.246769289930384
IQR,100,4,0.0760955571645468,28.685028894937364
IQR,100,5,0.07750531219459744,29.592605949245765
IQR,100,6,0.06908146828418166,26.572652001432424
IQR,100,7,0.08362260592542631,31.142246261600313
IQR,100,8,0.07661780138891473,30.166905361010993
IQR,100,9,0.07078388887633984,27.414720902857958
IQR,100,10,0.07263015515275104,28.82520821199633
IQR,100,11,0.08238125633852679,31.118139423041942
IQR,100,12,0.0703603859400755,26.736335576372174
IQR,100,13,0.0747071577789847,28.117365011464308
IQR,100,14,0.07182472376607894,28.014545385890376
IQR,100,15,0.06964495402661215,26.390744310560883
IQR,100,16,0.0686978712911753,25.48706754245441
IQR,100,17,0.07460566453784373,28.993235815379474
IQR,100,18,0.07607196365446847,29.980932303722913
IQR,100,19,0.06946651110648683,27.02889264951045
IQR,100,20,0.07656126343591943,29.22512037997983
IQR,100,21,0.07506269805538947,29.05915949715198
IQR,100,22,0.07365619319723607,28.796181288566107
IQR,100,23,0.06986305023246499,27.11295189517744
IQR,100,24,0.07194356213208156,28.07023674587275
IQR,100,25,0.07306268748196534,27.360249239930578
IQR,100,26,0.0654752173018503,25.27702425701654
IQR,100,27,0.07390282772145763,27.945988442819086
IQR,100,28,0.07154862913514405,26.099674716462623
IQR,100,29,0.06904426224115552,26.689179453129025
IQR,100,30,0.07082855523850519,26.969138522759216
IQR,100,31,0.07655571473577702,28.95976167647615
IQR,100,32,0.06769439638482362,26.279808922721216
IQR,100,33,0.06799436571437598,26.346744700434076
IQR,100,34,0.07275438869690792,27.425503872373625
IQR,100,35,0.06832190362297429,26.632060760728244
IQR,100,36,0.06591060245911327,24.885140581581965
IQR,100,37,0.07441662825222642,28.76559592651023
IQR,100,38,0.0701142319279407,27.040726274717812
IQR,100,39,0.07214338735577386,28.38491872888815
IQR,100,40,0.07608586540160708,28.827637247451865
IQR,100,41,0.07302588360730351,27.604690425401557
IQR,100,42,0.07753519714023831,30.11639754241096
IQR,100,43,0.07851136977320919,29.647024994415716
IQR,100,44,0.07208595718437948,28.209799988015316
IQR,100,45,0.07757993323281252,29.57080538470712
IQR,100,46,0.06599390673589671,25.6077933718679
IQR,100,47,0.07822495551266856,29.37865566688797
IQR,100,48,0.07019952599321264,26.9311697803613
IQR,100,49,0.0742485557192212,27.587942644089985
IQR,100,50,0.06872842679364109,26.216250143455433
IQR,100,51,0.06767789985855997,26.30029284489137
IQR,100,52,0.07004480346458494,26.82985792681424
IQR,100,53,0.07149959120181253,27.505734821782248
IQR,100,54,0.0763426922277615,29.183151526294814
IQR,100,55,0.07555947745310747,29.16032316342464
IQR,100,56,0.06876191041296066,26.331113324922857
IQR,100,57,0.07108564883735854,27.22873448646294
IQR,100,58,0.0729701632569863,27.05686173791103
IQR,100,59,0.07362810783115312,27.86145399033229
IQR,100,60,0.07620638162639952,28.666556125880337
IQR,100,61,0.06970122383370488,27.047302643460817
IQR,100,62,0.08321634347558456,31.195720043560915
IQR,100,63,0.07772768227140335,28.742382144961354
IQR,100,64,0.06473588468278674,24.82247630565231
IQR,100,65,0.06790109742189306,25.583937060519634
IQR,100,66,0.07122666491858742,28.669782196711243
IQR,100,67,0.07051256214533758,27.051904636854257
IQR,100,68,0.07766502166970563,30.00183396918571
IQR,100,69,0.07276447077405415,28.03913338444025
IQR,100,70,0.07074251959905246,27.704274833266567
IQR,100,71,0.07301355222295013,28.061148259743245
IQR,100,72,0.06550043462785929,25.794387737541317
IQR,100,73,0.07414982500016226,29.396697490094255
IQR,100,74,0.07745405515114742,29.36521524390374
IQR,100,75,0.07123606781524784,27.173816543835787
IQR,100,76,0.06785545702396036,26.316876863260326
IQR,100,77,0.06697680229546042,26.014639325038868
IQR,100,78,0.07042752533577133,26.954893249287785
IQR,100,79,0.06874455628454987,26.919342543890313
IQR,100,80,0.07658928706378985,28.67526406830742
IQR,100,81,0.06450688940373767,24.850020080339824
IQR,100,82,0.07580530478457616,28.57294071163386
IQR,100,83,0.07277898088206411,26.687186604644815
